	ID	Taxa	Kingdom	Seq_Length	Site	Group
210	P33559	Aspergillus kawachii (strain NBRC 4308)	Fungi	327	25	2
211	P02763	Homo sapiens	Metazoa	201	18	2
212	Q7KRU8	Drosophila melanogaster	Metazoa	205	19	2
213	P52706	Prunus serotina	Viridiplantae	563	27	2
214	Q9NSA1	Homo sapiens	Metazoa	209	28	2
215	Q00657	Rattus norvegicus	Metazoa	2326	29	2
216	P14217	Chlamydomonas reinhardtii	Viridiplantae	647	21	2
217	P10820	Mus musculus	Metazoa	554	20	2
218	P18684	Protophormia terraenovae	Metazoa	101	18	2
219	P80961	Myoxocephalus octodecemspinosus	Metazoa	128	20	2
220	Q8I817	Aplysia californica	Metazoa	88	19	2
221	Q56S59	Nicotiana tabacum	Viridiplantae	150	23	2
222	P02810	Homo sapiens	Metazoa	166	16	2
223	Q6E0U4	Homo sapiens	Metazoa	476	21	2
224	Q8N441	Homo sapiens	Metazoa	504	24	2
225	O75629	Homo sapiens	Metazoa	220	31	2
226	P02743	Homo sapiens	Metazoa	223	19	2
227	P05367	Mus musculus	Metazoa	122	19	2
228	P00724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	532	19	2
229	A1XCI9	Fusarium culmorum	Fungi	191	18	2
230	P02702	Bos taurus	Metazoa	241	19	2
231	Q7Z5L0	Homo sapiens	Metazoa	202	24	2
232	P83472	Lumbricus terrestris	Metazoa	86	22	2
233	Q6XE38	Homo sapiens	Metazoa	83	21	2
234	Q6UW56	Homo sapiens	Metazoa	229	30	2
235	P14555	Homo sapiens	Metazoa	144	20	2
236	C0H9B6	Salmo salar	Metazoa	413	19	2
237	Q8T9R8	Stomoxys calcitrans	Metazoa	67	24	2
238	Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20	2
239	P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20	2
240	Q39962	Hevea brasiliensis	Viridiplantae	238	31	2
241	P85841	Tityus serrulatus	Metazoa	403	19	2
242	Q6UWV2	Homo sapiens	Metazoa	235	31	2
243	Q96F46	Homo sapiens	Metazoa	866	32	2
244	Q06K77	Phlebotomus duboscqi	Metazoa	336	21	2
245	Q4W1I9	Zinnia elegans	Viridiplantae	321	30	2
246	P16882	Mus musculus	Metazoa	650	24	2
247	O62644	Bos taurus	Metazoa	151	18	2
248	Q8BSU2	Mus musculus	Metazoa	246	26	2
249	O35701	Mus musculus	Metazoa	481	27	2
250	P13204	Bos taurus	Metazoa	129	26	2
251	P47710	Homo sapiens	Metazoa	185	15	2
252	Q9Z0K8	Mus musculus	Metazoa	512	23	2
253	P00719	Struthio camelus	Metazoa	204	19	2
254	Q6F4C6	Pinctada fucata	Metazoa	121	16	2
255	P0DUS7	Doratifera vulnerans	Metazoa	56	19	2
256	Q969J5	Homo sapiens	Metazoa	263	21	2
257	Q9H293	Homo sapiens	Metazoa	177	32	2
258	Q61400	Mus musculus	Metazoa	265	33	2
259	Q14773	Homo sapiens	Metazoa	271	30	2
260	O95813	Homo sapiens	Metazoa	267	17	2
261	Q6UWJ8	Homo sapiens	Metazoa	174	29	2
262	Q52085	Heterostelium pallidum	other	320	19	2
263	P12273	Homo sapiens	Metazoa	146	28	2
264	P08091	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	453	18	2
265	Q94K85	Arabidopsis thaliana	Viridiplantae	359	26	2
266	O46432	Felis catus	Metazoa	1007	50	2
267	Q99013	Pseudopleuronectes americanus	Metazoa	82	23	2
268	O61668	Olivierus martensii	Metazoa	88	18	2
269	P28319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	20	2
270	Q9HBE5	Homo sapiens	Metazoa	538	19	2
271	Q91XZ4	Mus musculus	Metazoa	772	28	2
272	B0XRV0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	721	18	2
273	Q59Y31	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	533	21	2
274	P08541	Rattus norvegicus	Metazoa	530	23	2
275	Q53B52	Ophiophagus hannah	Metazoa	78	21	2
276	P30986	Eschscholzia californica	Viridiplantae	538	23	2
277	Q9NQ34	Homo sapiens	Metazoa	198	33	2
278	P55203	Bos taurus	Metazoa	1110	56	2
279	Q9Y6C2	Homo sapiens	Metazoa	1016	21	2
280	P09230	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	454	15	2
281	Q13007	Homo sapiens	Metazoa	206	51	2
282	O59896	Pycnoporus cinnabarinus	Fungi	518	21	2
283	P27275	Amaranthus caudatus	Viridiplantae	86	25	2
284	P01070	Glycine max	Viridiplantae	216	24	2
285	P55899	Homo sapiens	Metazoa	365	23	2
286	P0DQP8	Cerrophidion godmani	Metazoa	166	19	2
287	Q9R1T7	Rattus norvegicus	Metazoa	200	20	2
288	Q8BHP7	Mus musculus	Metazoa	681	32	2
289	P01588	Homo sapiens	Metazoa	193	27	2
290	P0C8G6	Pomacea canaliculata	Metazoa	565	26	2
291	Q5B428	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	244	23	2
292	Q9BZW8	Homo sapiens	Metazoa	370	21	2
293	P38574	Bos taurus	Metazoa	287	18	2
294	A0A5C2A2T2	Conus purpurascens	Metazoa	178	24	2
295	A6XMY0	Hyas araneus	Metazoa	64	25	2
296	Q23997	Drosophila melanogaster	Metazoa	452	18	2
297	Q92154	Coturnix japonica	Metazoa	620	17	2
298	P83234	Ophiophagus hannah	Metazoa	190	20	2
299	P10124	Homo sapiens	Metazoa	158	27	2
300	Q9JI59	Mus musculus	Metazoa	298	28	2
301	P79208	Ovis aries	Metazoa	603	16	2
302	P24052	Gallus gallus	Metazoa	142	21	2
303	Q27270	Tenebrio molitor	Metazoa	96	18	2
304	P13727	Homo sapiens	Metazoa	222	16	2
305	Q9XSW3	Sus scrofa	Metazoa	240	18	2
306	P07507	Bos taurus	Metazoa	103	19	2
307	P00996	Bos taurus	Metazoa	79	23	2
308	Q8NBI3	Homo sapiens	Metazoa	349	25	2
309	Q9NTU7	Homo sapiens	Metazoa	201	27	2
310	Q8LG54	Arabidopsis thaliana	Viridiplantae	130	21	2
311	P55000	Homo sapiens	Metazoa	103	22	2
312	Q8NBM8	Homo sapiens	Metazoa	494	22	2
313	O60609	Homo sapiens	Metazoa	400	31	2
314	Q9NPA0	Homo sapiens	Metazoa	242	23	2
315	P05790	Bombyx mori	Metazoa	5263	21	2
316	Q3UN54	Mus musculus	Metazoa	99	21	2
317	Q01965	Mus musculus	Metazoa	654	47	2
318	Q1HAY7	Holotrichia diomphalia	Metazoa	317	23	2
319	Q17058	Apis mellifera	Metazoa	567	17	2
320	Q5XM24	Dictyostelium discoideum	other	494	18	2
321	P54900	Rattus norvegicus	Metazoa	215	29	2
322	Q02862	Mus musculus	Metazoa	184	15	2
323	P81058	Penaeus vannamei	Metazoa	82	19	2
324	O60931	Homo sapiens	Metazoa	367	22	2
325	Q76BW5	Oryza sativa subsp. japonica	Viridiplantae	290	25	2
326	P20797	Antheraea polyphemus	Metazoa	163	21	2
327	P06332	Mus musculus	Metazoa	457	26	2
328	P01350	Homo sapiens	Metazoa	101	21	2
329	Q27085	Tachypleus tridentatus	Metazoa	418	24	2
330	Q9Y251	Homo sapiens	Metazoa	543	35	2
331	P01174	Rattus norvegicus	Metazoa	137	19	2
332	Q969P0	Homo sapiens	Metazoa	613	27	2
333	Q9NRM6	Homo sapiens	Metazoa	502	17	2
334	P10040	Drosophila melanogaster	Metazoa	2146	83	2
335	O18330	Apis mellifera	Metazoa	432	19	2
336	Q9H6E4	Homo sapiens	Metazoa	229	22	2
337	P61312	Rattus norvegicus	Metazoa	146	25	2
338	Q9U572	Penaeus monodon	Metazoa	1670	14	2
339	A7VN15	Protobothrops flavoviridis	Metazoa	79	19	2
340	O60844	Homo sapiens	Metazoa	167	16	2
341	Q09022	Xenopus laevis	Metazoa	84	18	2
342	Q27309	Bombyx mori	Metazoa	1782	15	2
343	P08833	Homo sapiens	Metazoa	259	25	2
344	Q13433	Homo sapiens	Metazoa	755	28	2
345	Q02083	Homo sapiens	Metazoa	359	28	2
346	P01269	Sus scrofa	Metazoa	115	25	2
347	P07204	Homo sapiens	Metazoa	575	18	2
348	P51460	Homo sapiens	Metazoa	131	20	2
349	F7J1C8	Flammulina velutipes	Fungi	249	21	2
350	Q9C9H5	Arabidopsis thaliana	Viridiplantae	484	21	2
351	Q6GU94	Centruroides limpidus	Metazoa	56	24	2
