	ID	Taxa	Kingdom	Seq_Length	Site	Group
485	U6BLZ9	Penicillium canescens	Fungi	463	26	3
486	P31723	Penicillium citrinum	Fungi	511	35	3
487	P83508	Cavia porcellus	Metazoa	170	16	3
488	P22301	Homo sapiens	Metazoa	178	18	3
489	Q9NR16	Homo sapiens	Metazoa	1453	40	3
490	Q05895	Mus musculus	Metazoa	956	21	3
491	P02652	Homo sapiens	Metazoa	100	18	3
492	O76818	Agrotis ipsilon	Metazoa	193	19	3
493	C0HKM3	Conus purpurascens	Metazoa	458	18	3
494	Q9BX93	Homo sapiens	Metazoa	195	19	3
495	Q95UE8	Lucilia cuprina	Metazoa	220	19	3
496	P59665	Homo sapiens	Metazoa	94	19	3
497	Q8MUP7	Ixodes scapularis	Metazoa	102	21	3
498	P01148	Homo sapiens	Metazoa	92	23	3
499	P07994	Bos taurus	Metazoa	360	17	3
500	Q9NJ98	Manduca sexta	Metazoa	487	19	3
501	P25311	Homo sapiens	Metazoa	298	20	3
502	Q16927	Aedes aegypti	Metazoa	2169	46	3
503	O95715	Homo sapiens	Metazoa	111	34	3
504	P05067	Homo sapiens	Metazoa	770	17	3
505	Q6UXB2	Homo sapiens	Metazoa	119	21	3
506	P08236	Homo sapiens	Metazoa	651	22	3
507	Q96HE7	Homo sapiens	Metazoa	468	23	3
508	P01168	Sus scrofa	Metazoa	116	24	3
509	P30919	Rattus norvegicus	Metazoa	345	23	3
510	Q94637	Oscheius tipulae	Metazoa	1648	15	3
511	P25942	Homo sapiens	Metazoa	277	20	3
512	Q9VG55	Drosophila melanogaster	Metazoa	191	24	3
513	P81623	Bos taurus	Metazoa	258	29	3
514	E0X9F6	Thaumetopoea pityocampa	Metazoa	126	18	3
515	Q9R100	Mus musculus	Metazoa	827	25	3
516	Q28173	Bos taurus	Metazoa	416	22	3
517	Q7M418	Oligobrachia mashikoi	Metazoa	163	16	3
518	Q8NBL1	Homo sapiens	Metazoa	392	23	3
519	P52798	Homo sapiens	Metazoa	201	25	3
520	P24021	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	287	20	3
521	P14209	Homo sapiens	Metazoa	185	22	3
522	Q95121	Bos taurus	Metazoa	416	20	3
523	Q9H9K5	Homo sapiens	Metazoa	563	26	3
524	C9K4X8	Patiria pectinifera	Metazoa	116	29	3
525	Q9NYY1	Homo sapiens	Metazoa	176	24	3
526	P42292	Gallus gallus	Metazoa	588	33	3
527	E0XKJ9	Tabanus yao	Metazoa	349	25	3
528	Q8MP06	Tyria jacobaeae	Metazoa	456	22	3
