	ID	Taxa	Kingdom	Seq_Length	Site	Group
618	Q09131	Glycine max	Viridiplantae	464	30	4
619	P28335	Homo sapiens	Metazoa	458	32	4
620	Q9GL30	Bos taurus	Metazoa	545	35	4
621	Q5BGU9	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	366	18	4
622	P0DUT0	Doratifera vulnerans	Metazoa	46	19	4
623	P81383	Ophiophagus hannah	Metazoa	491	20	4
624	Q9GSA4	Galleria mellonella	Metazoa	113	19	4
625	Q62192	Mus musculus	Metazoa	661	20	4
626	P00687	Mus musculus	Metazoa	511	15	4
627	B2NHN2	Talaromyces funiculosus	Fungi	339	20	4
628	P55847	Penaeus japonicus	Metazoa	105	28	4
629	P48307	Homo sapiens	Metazoa	235	22	4
630	P80060	Locusta migratoria	Metazoa	92	19	4
631	Q13421	Homo sapiens	Metazoa	622	36	4
632	Q27441	Aplysia californica	Metazoa	92	21	4
633	P03971	Homo sapiens	Metazoa	560	24	4
634	P10257	Oncorhynchus keta	Metazoa	137	24	4
635	Q13231	Homo sapiens	Metazoa	466	21	4
636	P27613	Trichostrongylus colubriformis	Metazoa	173	15	4
637	P09470	Mus musculus	Metazoa	1312	34	4
638	Q6UX39	Homo sapiens	Metazoa	209	16	4
639	P14384	Homo sapiens	Metazoa	443	17	4
640	Q95NJ8	Olivierus martensii	Metazoa	55	23	4
641	P49256	Canis lupus familiaris	Metazoa	356	44	4
642	P34115	Dictyostelium discoideum	other	730	20	4
643	P08069	Homo sapiens	Metazoa	1367	30	4
644	P20333	Homo sapiens	Metazoa	461	22	4
645	Q9NS68	Homo sapiens	Metazoa	423	29	4
646	Q62598	Rattus norvegicus	Metazoa	687	17	4
647	Q29W25	Crocus sativus	Viridiplantae	168	26	4
648	Q9TY95	Plasmodium falciparum (isolate 3D7)	other	997	22	4
649	Q9Y2E5	Homo sapiens	Metazoa	1009	23	4
650	Q6UW10	Homo sapiens	Metazoa	78	19	4
651	E0XKJ8	Tabanus yao	Metazoa	256	16	4
652	P0C1B3	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	499	21	4
653	P29794	Canis lupus familiaris	Metazoa	180	20	4
654	Q9HB40	Homo sapiens	Metazoa	452	26	4
655	P45590	Hyalophora cecropia	Metazoa	129	17	4
656	C0HL38	Trichonephila clavata	Metazoa	60	19	4
657	P02790	Homo sapiens	Metazoa	462	23	4
658	Q9UBT3	Homo sapiens	Metazoa	224	18	4
659	P28088	Bos taurus	Metazoa	441	26	4
660	P29007	Bombina orientalis	Metazoa	155	31	4
661	Q9UK23	Homo sapiens	Metazoa	515	25	4
662	O96935	Plasmodium falciparum (isolate 3D7)	other	1085	30	4
663	Q945U0	Phytophthora sojae	other	257	28	4
664	P12872	Homo sapiens	Metazoa	115	25	4
665	P67876	Aspergillus restrictus	Fungi	176	27	4
666	Q8WWA0	Homo sapiens	Metazoa	313	18	4
667	P67861	Daboia russelii	Metazoa	144	24	4
668	P17697	Bos taurus	Metazoa	439	19	4
669	P17813	Homo sapiens	Metazoa	658	25	4
670	O75711	Homo sapiens	Metazoa	98	20	4
671	Q86WA6	Homo sapiens	Metazoa	291	37	4
672	Q8SXL2	Drosophila melanogaster	Metazoa	136	24	4
673	P16144	Homo sapiens	Metazoa	1822	27	4
674	Q8NAC3	Homo sapiens	Metazoa	791	20	4
675	P68248	Gallus gallus	Metazoa	80	25	4
676	A4LAR6	Grifola frondosa	Fungi	107	24	4
677	P0DL40	Vespa magnifica	Metazoa	67	21	4
678	Q6UWY5	Homo sapiens	Metazoa	402	28	4
679	P11717	Homo sapiens	Metazoa	2491	40	4
680	P35578	Zootoca vivipara	Metazoa	172	21	4
681	P28825	Mus musculus	Metazoa	747	20	4
682	Q95P08	Scutigera coleoptrata	Metazoa	656	18	4
683	Q9MYV1	Canis lupus familiaris	Metazoa	128	25	4
684	Q9BZR6	Homo sapiens	Metazoa	473	26	4
685	Q64385	Mus musculus	Metazoa	432	23	4
686	Q25255	Lucilia cuprina	Metazoa	356	23	4
687	Q9Y279	Homo sapiens	Metazoa	399	19	4
688	P80748	Homo sapiens	Metazoa	117	17	4
689	P01833	Homo sapiens	Metazoa	764	18	4
690	Q29381	Sus scrofa	Metazoa	439	25	4
691	P03998	Limulus polyphemus	Metazoa	195	20	4
692	Q6UX52	Homo sapiens	Metazoa	265	20	4
693	Q92563	Homo sapiens	Metazoa	424	22	4
694	Q99372	Rattus norvegicus	Metazoa	870	27	4
695	P31419	Manduca sexta	Metazoa	161	20	4
696	P23142	Homo sapiens	Metazoa	703	29	4
697	P22388	Rattus norvegicus	Metazoa	202	25	4
698	P60153	Homo sapiens	Metazoa	205	26	4
699	P23389	Bos taurus	Metazoa	646	20	4
700	P48747	Oryctolagus cuniculus	Metazoa	557	21	4
701	P10493	Mus musculus	Metazoa	1245	28	4
702	P19438	Homo sapiens	Metazoa	455	29	4
703	P04557	Bos taurus	Metazoa	140	25	4
704	P80915	Macadamia integrifolia	Viridiplantae	102	26	4
