	ID	Taxa	Kingdom	Seq_Length	Site	Group
1627	Q9SAL0	Arabidopsis thaliana	Viridiplantae	401	False	2
1628	Q04364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	514	False	2
1629	P49443	Mus musculus	Metazoa	382	False	2
1630	Q93227	Caenorhabditis elegans	Metazoa	431	False	2
1631	P49815	Homo sapiens	Metazoa	1807	False	2
1632	Q96GJ1	Homo sapiens	Metazoa	504	False	2
1633	D4AEP3	Rattus norvegicus	Metazoa	194	True	2
1634	Q9UIA9	Homo sapiens	Metazoa	1087	False	2
1635	Q9Y6K5	Homo sapiens	Metazoa	1087	False	2
1636	Q9UBF9	Homo sapiens	Metazoa	498	False	2
1637	P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148	False	2
1638	P51175	Mus musculus	Metazoa	477	False	2
1639	P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False	2
1640	P46972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False	2
1641	B7Z0X7	Drosophila melanogaster	Metazoa	61	True	2
1642	Q7FAD5	Oryza sativa subsp. japonica	Viridiplantae	869	False	2
1643	F6ZDS4	Mus musculus	Metazoa	2431	False	2
1644	P32970	Homo sapiens	Metazoa	193	True	2
1645	P40007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231	False	2
1646	Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260	False	2
1647	O13563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	False	2
1648	Q96P11	Homo sapiens	Metazoa	429	False	2
1649	Q9D5P4	Mus musculus	Metazoa	561	False	2
1650	P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117	False	2
1651	Q7RZ62	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	347	False	2
1652	Q9VT04	Drosophila melanogaster	Metazoa	471	True	2
1653	Q9LXX5	Arabidopsis thaliana	Viridiplantae	262	False	2
1654	Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	other	1077	False	2
1655	O00522	Homo sapiens	Metazoa	736	False	2
1656	Q5ND52	Mus musculus	Metazoa	418	False	2
1657	Q9LES4	Arabidopsis thaliana	Viridiplantae	483	False	2
1658	Q6P1X5	Homo sapiens	Metazoa	1199	False	2
1659	Q9R0W5	Rattus norvegicus	Metazoa	495	True	2
1660	Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022	False	2
1661	Q20481	Caenorhabditis elegans	Metazoa	287	False	2
1662	P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	False	2
1663	Q09961	Caenorhabditis elegans	Metazoa	148	False	2
1664	Q9LKA0	Arabidopsis thaliana	Viridiplantae	259	False	2
1665	P70120	Mus musculus	Metazoa	167	False	2
1666	P25398	Homo sapiens	Metazoa	132	False	2
1667	P50536	Drosophila melanogaster	Metazoa	512	False	2
1668	Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477	False	2
1669	Q05812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	728	False	2
1670	Q13156	Homo sapiens	Metazoa	261	False	2
1671	Q14159	Homo sapiens	Metazoa	915	False	2
1672	Q8TBK2	Homo sapiens	Metazoa	473	False	2
1673	O43715	Homo sapiens	Metazoa	76	False	2
1674	Q8NDZ0	Homo sapiens	Metazoa	799	False	2
1675	O35235	Mus musculus	Metazoa	316	True	2
1676	Q9GZN0	Homo sapiens	Metazoa	384	True	2
1677	F4J264	Arabidopsis thaliana	Viridiplantae	406	False	2
1678	Q9CR24	Mus musculus	Metazoa	210	False	2
1679	Q9R085	Rattus norvegicus	Metazoa	952	False	2
1680	O35615	Mus musculus	Metazoa	995	False	2
1681	O74544	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314	False	2
1682	F4IV66	Arabidopsis thaliana	Viridiplantae	1001	False	2
1683	Q86WV1	Homo sapiens	Metazoa	359	False	2
1684	Q9CRA5	Mus musculus	Metazoa	298	False	2
1685	O55081	Rattus norvegicus	Metazoa	1135	False	2
1686	Q9EPI8	Rattus norvegicus	Metazoa	374	False	2
1687	F4JTE7	Arabidopsis thaliana	Viridiplantae	298	False	2
1688	Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269	False	2
1689	Q96PP9	Homo sapiens	Metazoa	640	False	2
1690	O82357	Arabidopsis thaliana	Viridiplantae	347	False	2
1691	P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	521	False	2
1692	Q9C000	Homo sapiens	Metazoa	1473	False	2
1693	Q61127	Mus musculus	Metazoa	525	False	2
1694	Q9NR83	Homo sapiens	Metazoa	387	False	2
1695	Q64471	Mus musculus	Metazoa	240	False	2
1696	Q08622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	False	2
1697	Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639	False	2
1698	Q9WUU9	Mus musculus	Metazoa	1971	False	2
1699	Q8GWP5	Arabidopsis thaliana	Viridiplantae	426	False	2
1700	O96623	Dictyostelium discoideum	other	293	False	2
1701	P57081	Homo sapiens	Metazoa	412	False	2
1702	P10795	Arabidopsis thaliana	Viridiplantae	180	False	2
1703	Q5XKP0	Homo sapiens	Metazoa	118	True	2
1704	P43583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2143	False	2
1705	Q78ZR5	Rattus norvegicus	Metazoa	73	False	2
1706	E5FYH0	Ovis aries	Metazoa	1599	False	2
1707	Q6P756	Rattus norvegicus	Metazoa	263	False	2
1708	P52594	Homo sapiens	Metazoa	562	False	2
1709	Q9H4Z3	Homo sapiens	Metazoa	704	False	2
1710	G5EGS7	Caenorhabditis elegans	Metazoa	324	False	2
1711	Q03834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1242	False	2
1712	Q8N7A1	Homo sapiens	Metazoa	406	False	2
1713	Q17RH7	Homo sapiens	Metazoa	139	False	2
1714	Q8W3L1	Arabidopsis thaliana	Viridiplantae	483	False	2
1715	P11325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False	2
1716	P25583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	False	2
1717	Q60EN8	Oryza sativa subsp. japonica	Viridiplantae	151	True	2
1718	Q8R4L0	Mus musculus	Metazoa	259	False	2
1719	Q8CC88	Mus musculus	Metazoa	1905	False	2
1720	Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False	2
1721	P42935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788	False	2
1722	Q8T0G4	Drosophila melanogaster	Metazoa	629	False	2
1723	Q91WE2	Mus musculus	Metazoa	254	False	2
1724	P43449	Gallus gallus	Metazoa	395	False	2
1725	Q8WXG6	Homo sapiens	Metazoa	1647	False	2
1726	O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690	False	2
1727	Q01831	Homo sapiens	Metazoa	940	False	2
1728	Q8LAC4	Arabidopsis thaliana	Viridiplantae	322	False	2
1729	Q3ED65	Arabidopsis thaliana	Viridiplantae	261	False	2
1730	Q9QYW0	Rattus norvegicus	Metazoa	523	False	2
1731	Q9D8B6	Mus musculus	Metazoa	190	False	2
1732	Q12045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False	2
1733	Q96RL7	Homo sapiens	Metazoa	3174	False	2
1734	Q8LLD0	Arabidopsis thaliana	Viridiplantae	1046	False	2
1735	Q12373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False	2
1736	Q9C446	Penicillium paxilli	Fungi	371	False	2
1737	O15047	Homo sapiens	Metazoa	1707	False	2
1738	Q9BQP7	Homo sapiens	Metazoa	344	False	2
1739	Q15760	Homo sapiens	Metazoa	415	True	2
1740	P38111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2368	False	2
1741	Q0WR66	Arabidopsis thaliana	Viridiplantae	793	False	2
1742	Q6PI48	Homo sapiens	Metazoa	645	False	2
1743	P30044	Homo sapiens	Metazoa	214	False	2
1744	Q7S4Y4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90	False	2
1745	P40567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False	2
1746	Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False	2
1747	O43586	Homo sapiens	Metazoa	416	False	2
1748	Q8TB37	Homo sapiens	Metazoa	319	False	2
1749	Q4VC44	Homo sapiens	Metazoa	716	False	2
1750	P48608	Drosophila melanogaster	Metazoa	1091	False	2
1751	O94427	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False	2
1752	Q8C5S7	Mus musculus	Metazoa	591	False	2
1753	P12853	Chlamydomonas reinhardtii	Viridiplantae	291	False	2
1754	Q9LVD0	Arabidopsis thaliana	Viridiplantae	289	False	2
1755	Q9VHI4	Drosophila melanogaster	Metazoa	85	False	2
1756	Q9CQP8	Mus musculus	Metazoa	194	False	2
1757	Q9Y7M6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	False	2
1758	O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238	False	2
1759	P32898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	989	False	2
1760	P53569	Mus musculus	Metazoa	1052	False	2
1761	Q9VW15	Drosophila melanogaster	Metazoa	2226	False	2
1762	Q04964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False	2
1763	O15164	Homo sapiens	Metazoa	1050	False	2
1764	Q8NF64	Homo sapiens	Metazoa	920	False	2
1765	F4JCU0	Arabidopsis thaliana	Viridiplantae	1007	False	2
1766	Q9H8M2	Homo sapiens	Metazoa	597	False	2
1767	Q96JM3	Homo sapiens	Metazoa	812	False	2
1768	P49367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	693	False	2
1769	P24642	Bufo japonicus	Metazoa	40	False	2
1770	P26754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False	2
1771	Q4WGE2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	607	True	2
1772	Q16775	Homo sapiens	Metazoa	308	False	2
1773	Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	True	2
1774	P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False	2
1775	F4HXU3	Arabidopsis thaliana	Viridiplantae	142	False	2
1776	Q9ES71	Rattus norvegicus	Metazoa	678	False	2
1777	Q8N5M1	Homo sapiens	Metazoa	289	False	2
1778	Q9ASY8	Arabidopsis thaliana	Viridiplantae	75	True	2
1779	Q86TW2	Homo sapiens	Metazoa	530	False	2
1780	P23230	Chlamydomonas reinhardtii	Viridiplantae	160	True	2
1781	Q23272	Caenorhabditis elegans	Metazoa	488	False	2
1782	Q6XR72	Homo sapiens	Metazoa	485	True	2
1783	Q39709	Isochrysis galbana	other	208	False	2
1784	Q96EA4	Homo sapiens	Metazoa	605	False	2
1785	Q06215	Vicia faba	Viridiplantae	606	False	2
1786	Q09M02	Mus musculus	Metazoa	886	False	2
1787	Q9H6U6	Homo sapiens	Metazoa	928	False	2
1788	Q99M04	Mus musculus	Metazoa	373	False	2
1789	Q06405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	False	2
1790	Q08902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515	True	2
1791	P25420	Heliothis virescens	Metazoa	569	False	2
1792	Q5VZI3	Homo sapiens	Metazoa	342	False	2
1793	Q03327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	False	2
1794	Q384Y1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	other	929	False	2
1795	Q8WYQ5	Homo sapiens	Metazoa	773	False	2
1796	Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173	False	2
1797	P48612	Drosophila melanogaster	Metazoa	395	False	2
1798	Q99321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False	2
1799	Q9JJR2	Mus musculus	Metazoa	179	False	2
1800	Q9H3S7	Homo sapiens	Metazoa	1636	False	2
1801	Q9LMJ4	Arabidopsis thaliana	Viridiplantae	599	False	2
1802	Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292	False	2
1803	Q99PV0	Mus musculus	Metazoa	2335	False	2
1804	P27882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False	2
1805	O55003	Mus musculus	Metazoa	187	False	2
1806	Q9W3M3	Drosophila melanogaster	Metazoa	2219	False	2
1807	X5JA13	Arabidopsis thaliana	Viridiplantae	825	False	2
1808	Q500V5	Arabidopsis thaliana	Viridiplantae	517	False	2
1809	O88484	Rattus norvegicus	Metazoa	530	False	2
1810	Q9NZE8	Homo sapiens	Metazoa	188	False	2
1811	Q8LC79	Arabidopsis thaliana	Viridiplantae	295	False	2
1812	Q9M5P2	Arabidopsis thaliana	Viridiplantae	289	False	2
1813	Q80T69	Mus musculus	Metazoa	795	False	2
1814	Q9DC70	Mus musculus	Metazoa	224	False	2
1815	O43592	Homo sapiens	Metazoa	962	False	2
1816	Q7S6M9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	309	False	2
1817	P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305	False	2
1818	H2KYU6	Caenorhabditis elegans	Metazoa	529	False	2
1819	O43052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1150	False	2
1820	Q9UQ35	Homo sapiens	Metazoa	2752	False	2
1821	P97376	Mus musculus	Metazoa	258	False	2
1822	O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280	False	2
1823	Q9UIL8	Homo sapiens	Metazoa	331	False	2
1824	P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997	False	2
1825	Q86MI0	Caenorhabditis elegans	Metazoa	468	False	2
1826	Q8IZ08	Homo sapiens	Metazoa	494	True	2
1827	Q9Y3Z3	Homo sapiens	Metazoa	626	False	2
1828	P82192	Spinacia oleracea	Viridiplantae	258	False	2
1829	Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	False	2
1830	Q7L0Y3	Homo sapiens	Metazoa	403	False	2
1831	Q9LPW3	Arabidopsis thaliana	Viridiplantae	450	False	2
1832	Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902	False	2
