	ID	Taxa	Kingdom	Seq_Length	Site	Group
70	P98066	Homo sapiens	Metazoa	277	17	1
71	P41271	Homo sapiens	Metazoa	181	16	1
72	Q62867	Rattus norvegicus	Metazoa	317	24	1
73	P51654	Homo sapiens	Metazoa	580	24	1
74	Q96DR8	Homo sapiens	Metazoa	90	20	1
75	P47866	Rattus norvegicus	Metazoa	411	19	1
76	Q9PVW8	Silurus asotus	Metazoa	308	23	1
77	A0A2I8B346	Paralithodes camtschaticus	Metazoa	62	23	1
78	C4NZN9	Hyas araneus	Metazoa	131	16	1
79	P39037	Sus scrofa	Metazoa	232	15	1
80	P11438	Mus musculus	Metazoa	406	24	1
81	P42705	Canis lupus familiaris	Metazoa	352	23	1
82	B8JLQ9	Danio rerio	Metazoa	363	24	1
83	P19425	Aedes aegypti	Metazoa	97	19	1
84	Q09140	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1448	18	1
85	Q26994	Toxoplasma gondii	other	179	17	1
86	Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	87	19	1
87	P04844	Homo sapiens	Metazoa	631	22	1
88	B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	278	19	1
89	Q09117	Populus deltoides	Viridiplantae	312	24	1
90	P18657	Macaca fascicularis	Metazoa	83	26	1
91	P31096	Bos taurus	Metazoa	278	16	1
92	O76076	Homo sapiens	Metazoa	250	23	1
93	P01297	Sus scrofa	Metazoa	121	24	1
94	O76537	Trichoplusia ni	Metazoa	182	16	1
95	Q8MMH3	Pimpla hypochondriaca	Metazoa	488	19	1
96	P10562	Canavalia gladiata	Viridiplantae	445	26	1
97	Q4WL81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	234	20	1
98	Q9H7M9	Homo sapiens	Metazoa	311	32	1
99	Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18	1
100	P48439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	350	22	1
101	Q8N126	Homo sapiens	Metazoa	398	24	1
102	Q9Y5Q6	Homo sapiens	Metazoa	135	22	1
103	Q9SLP4	Tulipa saxatilis subsp. bakeri	Viridiplantae	314	26	1
104	P33577	Petromyzon marinus	Metazoa	119	19	1
105	P48816	Bombyx mori	Metazoa	137	18	1
106	P25116	Homo sapiens	Metazoa	425	21	1
107	F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	19	1
108	Q3L1D1	Agaricus bisporus	Fungi	594	25	1
109	P02659	Gallus gallus	Metazoa	106	24	1
110	P36897	Homo sapiens	Metazoa	503	33	1
111	Q8TDQ1	Homo sapiens	Metazoa	290	19	1
112	Q86T13	Homo sapiens	Metazoa	490	21	1
113	A0A7M6UMR7	Apis mellifera	Metazoa	1010	16	1
114	Q07092	Homo sapiens	Metazoa	1604	21	1
115	Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	27	1
116	P82187	Equus caballus	Metazoa	185	20	1
117	Q9U8X3	Tachypleus tridentatus	Metazoa	67	23	1
118	P11919	Manduca sexta	Metazoa	88	26	1
119	P31358	Homo sapiens	Metazoa	61	24	1
120	P15570	Phytophthora cryptogea	other	118	20	1
121	Q9ERQ6	Rattus norvegicus	Metazoa	571	30	1
122	Q08127	Anguilla anguilla	Metazoa	147	20	1
123	P15196	Oryctolagus cuniculus	Metazoa	398	31	1
124	O93233	Gloydius brevicaudus siniticus	Metazoa	331	23	1
125	P05090	Homo sapiens	Metazoa	189	20	1
126	P01027	Mus musculus	Metazoa	1663	24	1
127	P32004	Homo sapiens	Metazoa	1257	19	1
128	P14946	Lolium perenne	Viridiplantae	263	23	1
129	P0CX77	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	25	1
130	P14770	Homo sapiens	Metazoa	177	16	1
131	Q6DWK3	Colletotrichum lindemuthianum	Fungi	248	26	1
132	P61916	Homo sapiens	Metazoa	151	19	1
133	P13806	Oryctolagus cuniculus	Metazoa	1106	26	1
134	Q92765	Homo sapiens	Metazoa	325	32	1
135	Q13651	Homo sapiens	Metazoa	578	21	1
136	P10968	Triticum aestivum	Viridiplantae	212	26	1
137	Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22	1
138	Q9UNE0	Homo sapiens	Metazoa	448	26	1
139	P17948	Homo sapiens	Metazoa	1338	26	1
140	Q9BXJ3	Homo sapiens	Metazoa	329	16	1
141	P80686	Tenebrio molitor	Metazoa	211	16	1
142	Q99MA2	Rattus norvegicus	Metazoa	674	22	1
143	P17715	Octodon degus	Metazoa	109	24	1
144	P20826	Mus musculus	Metazoa	273	25	1
145	Q60GF7	Rattus norvegicus	Metazoa	252	22	1
146	P19320	Homo sapiens	Metazoa	739	24	1
147	A1X159	Perna viridis	Metazoa	431	20	1
148	Q8HYA9	Sus scrofa	Metazoa	185	20	1
149	P0DPU9	Myrmecia gulosa	Metazoa	67	25	1
150	Q6UXL0	Homo sapiens	Metazoa	311	29	1
151	P24792	Cucurbita maxima	Viridiplantae	579	30	1
152	Q02942	Blaberus discoidalis	Metazoa	726	16	1
153	P26202	Oryctolagus cuniculus	Metazoa	137	20	1
154	P42256	Aspergillus niger	Fungi	321	19	1
155	P04639	Rattus norvegicus	Metazoa	259	18	1
156	P15309	Homo sapiens	Metazoa	386	32	1
157	Q9UKY0	Homo sapiens	Metazoa	176	25	1
158	Q8W257	Ptilota filicina	other	500	21	1
159	P19400	Ascaris suum	Metazoa	169	20	1
160	Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25	1
161	Q7SZI7	Xenopus laevis	Metazoa	1219	22	1
162	P43497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92	20	1
163	Q16568	Homo sapiens	Metazoa	116	27	1
164	P80188	Homo sapiens	Metazoa	198	20	1
165	A0A0R4I951	Scolopendra dehaani	Metazoa	70	23	1
166	P13725	Homo sapiens	Metazoa	252	25	1
167	Q9GZX6	Homo sapiens	Metazoa	179	33	1
168	Q9TRM8	Canis lupus familiaris	Metazoa	177	25	1
169	G1CWH6	Clitoria ternatea	Viridiplantae	122	25	1
170	Q86LE5	Rhipicephalus microplus	Metazoa	110	20	1
171	P55057	Oryctolagus cuniculus	Metazoa	124	27	1
172	P14630	Rattus norvegicus	Metazoa	190	17	1
173	P25291	Canis lupus familiaris	Metazoa	509	21	1
174	O94985	Homo sapiens	Metazoa	981	28	1
175	O88188	Mus musculus	Metazoa	162	19	1
