	ID	Taxa	Kingdom	Seq_Length	Site
553	Q7Z695	Homo sapiens	Metazoa	626	False
554	Q86YH6	Homo sapiens	Metazoa	399	False
555	Q8TDB4	Homo sapiens	Metazoa	240	True
556	Q96DX5	Homo sapiens	Metazoa	294	False
557	Q96E29	Homo sapiens	Metazoa	417	False
558	Q96I59	Homo sapiens	Metazoa	477	False
560	Q96T21	Homo sapiens	Metazoa	854	False
563	Q9NUJ1	Homo sapiens	Metazoa	306	False
564	Q9NWQ9	Homo sapiens	Metazoa	140	False
565	Q9NWS8	Homo sapiens	Metazoa	449	False
566	Q9UDR5	Homo sapiens	Metazoa	926	False
568	Q9UII2	Homo sapiens	Metazoa	106	False
573	Q9Y5Y5	Homo sapiens	Metazoa	336	True
577	O95433	Homo sapiens	Metazoa	338	False
578	P35558	Homo sapiens	Metazoa	622	False
579	Q9NX46	Homo sapiens	Metazoa	363	False
581	A8MUP2	Homo sapiens	Metazoa	240	False
582	O00154	Homo sapiens	Metazoa	380	False
586	P27469	Homo sapiens	Metazoa	103	False
588	P41247	Homo sapiens	Metazoa	253	False
589	P49411	Homo sapiens	Metazoa	455	False
590	P49590	Homo sapiens	Metazoa	506	False
596	Q14CZ7	Homo sapiens	Metazoa	662	False
597	Q16774	Homo sapiens	Metazoa	197	False
600	Q7L592	Homo sapiens	Metazoa	441	False
601	Q7Z6M4	Homo sapiens	Metazoa	381	False
602	Q8IVG5	Homo sapiens	Metazoa	1584	False
604	Q8WVM0	Homo sapiens	Metazoa	346	False
606	Q96E11	Homo sapiens	Metazoa	262	False
607	Q9BRJ2	Homo sapiens	Metazoa	306	False
609	Q9BUE6	Homo sapiens	Metazoa	129	False
613	Q9H5Q4	Homo sapiens	Metazoa	396	False
614	Q9HC36	Homo sapiens	Metazoa	420	False
616	Q9UGC7	Homo sapiens	Metazoa	380	False
624	Q96HA9	Homo sapiens	Metazoa	241	False
629	P49802	Homo sapiens	Metazoa	495	False
631	Q7LDG7	Homo sapiens	Metazoa	609	False
632	P00973	Homo sapiens	Metazoa	400	False
633	O43502	Homo sapiens	Metazoa	376	False
634	O43542	Homo sapiens	Metazoa	346	False
636	Q12802	Homo sapiens	Metazoa	2813	False
638	Q8N726	Homo sapiens	Metazoa	132	False
643	P30047	Homo sapiens	Metazoa	84	False
644	Q92597	Homo sapiens	Metazoa	394	False
645	A0JNW5	Homo sapiens	Metazoa	1464	False
648	Q9BZR8	Homo sapiens	Metazoa	327	False
649	O15084	Homo sapiens	Metazoa	1053	False
653	Q9Y244	Homo sapiens	Metazoa	141	False
654	Q9NPJ1	Homo sapiens	Metazoa	570	False
655	Q6FI81	Homo sapiens	Metazoa	312	False
656	Q9C0C7	Homo sapiens	Metazoa	1298	False
657	Q9NUL7	Homo sapiens	Metazoa	540	False
658	Q96BM1	Homo sapiens	Metazoa	317	False
662	Q15650	Homo sapiens	Metazoa	581	False
664	O14929	Homo sapiens	Metazoa	419	False
669	Q9BQ52	Homo sapiens	Metazoa	826	False
671	Q5SYB0	Homo sapiens	Metazoa	1578	False
673	P33897	Homo sapiens	Metazoa	745	False
679	Q08116	Homo sapiens	Metazoa	209	False
682	O94874	Homo sapiens	Metazoa	794	False
688	Q8IWL3	Homo sapiens	Metazoa	235	False
690	Q9P2H5	Homo sapiens	Metazoa	1018	False
691	P30419	Homo sapiens	Metazoa	496	False
696	P38060	Mus musculus	Metazoa	325	False
701	Q969Y2	Homo sapiens	Metazoa	492	False
704	Q9NVV4	Homo sapiens	Metazoa	582	False
705	Q9Y5Z4	Homo sapiens	Metazoa	205	False
708	Q63ZY3	Homo sapiens	Metazoa	851	False
710	Q7Z4T9	Homo sapiens	Metazoa	767	False
711	Q92552	Homo sapiens	Metazoa	414	False
722	Q9H3L0	Homo sapiens	Metazoa	296	False
723	Q9H1P3	Homo sapiens	Metazoa	480	False
725	P61221	Homo sapiens	Metazoa	599	False
726	Q86U90	Homo sapiens	Metazoa	279	False
727	Q8IVH4	Homo sapiens	Metazoa	418	False
728	Q8IVS8	Homo sapiens	Metazoa	523	False
730	Q9H8K7	Homo sapiens	Metazoa	445	False
735	O95900	Homo sapiens	Metazoa	331	False
736	P10109	Homo sapiens	Metazoa	184	False
744	Q9BVS5	Homo sapiens	Metazoa	477	False
745	Q9BWL3	Homo sapiens	Metazoa	253	True
747	P29372	Homo sapiens	Metazoa	298	False
749	P00480	Homo sapiens	Metazoa	354	False
753	P61604	Homo sapiens	Metazoa	102	False
755	Q15120	Homo sapiens	Metazoa	406	False
757	Q3KRB8	Homo sapiens	Metazoa	267	False
758	Q6IN84	Homo sapiens	Metazoa	353	False
759	Q96JX3	Homo sapiens	Metazoa	654	True
760	Q96RQ3	Homo sapiens	Metazoa	725	False
762	Q9HCC0	Homo sapiens	Metazoa	563	False
763	Q9UGM6	Homo sapiens	Metazoa	360	False
770	Q5JPH6	Homo sapiens	Metazoa	523	False
771	Q6L8Q7	Homo sapiens	Metazoa	609	False
772	Q6P087	Homo sapiens	Metazoa	351	False
775	Q969Z0	Homo sapiens	Metazoa	631	False
776	Q96EH3	Homo sapiens	Metazoa	234	False
781	Q9P0P8	Homo sapiens	Metazoa	240	False
784	Q9Y3B8	Homo sapiens	Metazoa	237	False
785	P49662	Homo sapiens	Metazoa	377	False
786	Q9Y3E7	Homo sapiens	Metazoa	222	False
795	Q53H82	Homo sapiens	Metazoa	288	False
797	Q8NFV4	Homo sapiens	Metazoa	306	False
798	Q8NI37	Homo sapiens	Metazoa	304	False
799	Q96GJ1	Homo sapiens	Metazoa	504	False
800	Q9H649	Homo sapiens	Metazoa	340	False
806	Q9XF57	Arabidopsis thaliana	Viridiplantae	317	False
807	Q8IXH6	Homo sapiens	Metazoa	220	False
808	Q71RC2	Homo sapiens	Metazoa	724	False
809	A6NJ78	Homo sapiens	Metazoa	407	False
810	L0R8F8	Homo sapiens	Metazoa	70	False
816	P30038	Homo sapiens	Metazoa	563	False
823	Q5U5X0	Homo sapiens	Metazoa	104	False
824	Q86VP3	Homo sapiens	Metazoa	889	False
826	Q8WWC4	Homo sapiens	Metazoa	291	False
829	Q9BPW8	Homo sapiens	Metazoa	284	False
830	Q9Y2Z4	Homo sapiens	Metazoa	477	False
835	Q7Z412	Homo sapiens	Metazoa	305	False
837	Q15751	Homo sapiens	Metazoa	4861	False
839	Q9P2N6	Homo sapiens	Metazoa	904	False
841	Q12768	Homo sapiens	Metazoa	1159	False
844	Q9Y224	Homo sapiens	Metazoa	244	False
845	P25705	Homo sapiens	Metazoa	553	False
846	Q5VW36	Homo sapiens	Metazoa	1801	False
847	Q96TA1	Homo sapiens	Metazoa	746	False
849	Q8K2C6	Mus musculus	Metazoa	310	False
854	Q921N8	Mus musculus	Metazoa	327	False
859	O60216	Homo sapiens	Metazoa	631	False
871	Q9NUQ2	Homo sapiens	Metazoa	364	True
873	Q8C624	Mus musculus	Metazoa	132	False
874	Q13057	Homo sapiens	Metazoa	564	False
879	Q96M32	Homo sapiens	Metazoa	723	False
882	Q9P212	Homo sapiens	Metazoa	2302	False
885	O94972	Homo sapiens	Metazoa	964	False
886	P22033	Homo sapiens	Metazoa	750	False
888	Q16775	Homo sapiens	Metazoa	308	False
890	Q8TF40	Homo sapiens	Metazoa	1166	False
893	Q13049	Homo sapiens	Metazoa	653	False
894	Q8IXQ9	Homo sapiens	Metazoa	262	False
895	Q8NFF5	Homo sapiens	Metazoa	587	False
898	P17987	Homo sapiens	Metazoa	556	False
899	Q9Y6N9	Homo sapiens	Metazoa	552	False
901	Q9Y237	Homo sapiens	Metazoa	131	False
903	Q14693	Homo sapiens	Metazoa	890	False
907	Q9H444	Homo sapiens	Metazoa	224	False
911	Q53GL0	Homo sapiens	Metazoa	409	False
918	Q2TAL8	Homo sapiens	Metazoa	776	False
921	Q9P2G3	Homo sapiens	Metazoa	628	False
922	O43715	Homo sapiens	Metazoa	76	False
924	Q96BR5	Homo sapiens	Metazoa	231	False
928	Q86WV1	Homo sapiens	Metazoa	359	False
933	Q8WXX5	Homo sapiens	Metazoa	260	False
936	O00198	Homo sapiens	Metazoa	91	True
937	Q8N4Q1	Homo sapiens	Metazoa	142	False
943	Q8WYQ3	Homo sapiens	Metazoa	142	False
944	Q9H078	Homo sapiens	Metazoa	707	False
946	Q9FFF4	Arabidopsis thaliana	Viridiplantae	477	False
949	Q96T49	Homo sapiens	Metazoa	567	False
951	P21359	Homo sapiens	Metazoa	2839	False
952	Q13277	Homo sapiens	Metazoa	289	False
953	Q96ST8	Homo sapiens	Metazoa	783	False
955	Q9UPI3	Homo sapiens	Metazoa	526	True
959	Q9UP83	Homo sapiens	Metazoa	860	False
963	Q92574	Homo sapiens	Metazoa	1164	False
967	Q9HC21	Homo sapiens	Metazoa	320	True
968	Q9NRY6	Homo sapiens	Metazoa	295	False
971	Q9NUM3	Homo sapiens	Metazoa	307	True
973	P27815	Homo sapiens	Metazoa	886	False
974	P49815	Homo sapiens	Metazoa	1807	False
982	P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	False
983	Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	False
986	Q6P4H8	Homo sapiens	Metazoa	233	True
994	P56378	Homo sapiens	Metazoa	58	True
995	Q8WV93	Homo sapiens	Metazoa	481	False
996	Q96A26	Homo sapiens	Metazoa	154	False
1001	Q9P0N9	Homo sapiens	Metazoa	293	False
1005	Q5T890	Homo sapiens	Metazoa	1550	False
1006	Q9BPZ7	Homo sapiens	Metazoa	522	False
1009	Q7L8L6	Homo sapiens	Metazoa	764	False
1012	O94830	Homo sapiens	Metazoa	711	False
1017	Q9BRT2	Homo sapiens	Metazoa	126	False
1018	Q9NVH0	Homo sapiens	Metazoa	621	True
1021	Q15080	Homo sapiens	Metazoa	339	False
1023	Q7L0Y3	Homo sapiens	Metazoa	403	False
1024	Q96QE5	Homo sapiens	Metazoa	360	False
1025	Q9NYY8	Homo sapiens	Metazoa	710	False
1030	Q7Z7H3	Homo sapiens	Metazoa	387	False
1038	Q8ND76	Homo sapiens	Metazoa	341	False
1039	Q9HB21	Homo sapiens	Metazoa	404	False
1041	Q9Y228	Homo sapiens	Metazoa	551	False
1043	A1A519	Homo sapiens	Metazoa	330	False
1044	A6H8Y1	Homo sapiens	Metazoa	2624	False
1047	O00712	Homo sapiens	Metazoa	420	False
1048	O14497	Homo sapiens	Metazoa	2285	False
1051	O43172	Homo sapiens	Metazoa	522	False
1053	O60284	Homo sapiens	Metazoa	1047	False
1054	O60381	Homo sapiens	Metazoa	514	False
1059	O75475	Homo sapiens	Metazoa	530	False
1061	O77932	Homo sapiens	Metazoa	396	False
1066	P06454	Homo sapiens	Metazoa	111	False
1067	P07910	Homo sapiens	Metazoa	306	False
1075	P16455	Homo sapiens	Metazoa	207	False
1080	P21675	Homo sapiens	Metazoa	1893	False
1083	P24278	Homo sapiens	Metazoa	435	False
1089	P29084	Homo sapiens	Metazoa	291	False
1090	P30307	Homo sapiens	Metazoa	473	False
1094	P35637	Homo sapiens	Metazoa	526	False
1099	P51946	Homo sapiens	Metazoa	323	False
1100	P51959	Homo sapiens	Metazoa	295	False
1101	P52739	Homo sapiens	Metazoa	623	False
1107	P83876	Homo sapiens	Metazoa	142	False
1113	Q10571	Homo sapiens	Metazoa	1320	False
1116	Q12996	Homo sapiens	Metazoa	717	False
1121	Q13573	Homo sapiens	Metazoa	536	False
1124	Q14686	Homo sapiens	Metazoa	2063	False
1130	Q15543	Homo sapiens	Metazoa	124	False
1132	Q15744	Homo sapiens	Metazoa	281	False
1133	Q16514	Homo sapiens	Metazoa	161	False
1134	Q16533	Homo sapiens	Metazoa	368	False
1136	Q29RF7	Homo sapiens	Metazoa	1337	False
1137	Q2TAK8	Homo sapiens	Metazoa	710	False
1143	Q5THR3	Homo sapiens	Metazoa	1501	False
1145	Q5XKL5	Homo sapiens	Metazoa	1792	False
1146	Q69YH5	Homo sapiens	Metazoa	1023	False
1148	Q6P4R8	Homo sapiens	Metazoa	1299	False
1149	Q6ZMT4	Homo sapiens	Metazoa	941	False
1150	Q71SY5	Homo sapiens	Metazoa	747	False
1151	Q7Z4V0	Homo sapiens	Metazoa	828	False
1152	Q7Z591	Homo sapiens	Metazoa	1439	False
1154	Q86YA3	Homo sapiens	Metazoa	2104	False
1159	Q8N5P1	Homo sapiens	Metazoa	291	False
1161	Q8NBZ0	Homo sapiens	Metazoa	244	False
1163	Q8NEM7	Homo sapiens	Metazoa	779	False
1164	Q8NEZ4	Homo sapiens	Metazoa	4911	False
1166	Q8NFT6	Homo sapiens	Metazoa	615	False
1169	Q8TBK2	Homo sapiens	Metazoa	473	False
1171	Q8TDR4	Homo sapiens	Metazoa	215	False
1172	Q8TEC5	Homo sapiens	Metazoa	729	False
1173	Q8WW12	Homo sapiens	Metazoa	178	False
1176	Q969F1	Homo sapiens	Metazoa	213	False
1177	Q969L4	Homo sapiens	Metazoa	123	False
1180	Q96K80	Homo sapiens	Metazoa	434	False
1181	Q96RL1	Homo sapiens	Metazoa	719	False
1185	Q9BQ69	Homo sapiens	Metazoa	325	False
1187	Q9BTP7	Homo sapiens	Metazoa	215	False
1189	Q9BW66	Homo sapiens	Metazoa	212	False
1191	Q9BXW9	Homo sapiens	Metazoa	1451	False
1194	Q9H0E3	Homo sapiens	Metazoa	1048	False
1195	Q9H334	Homo sapiens	Metazoa	677	False
1197	Q9H5I1	Homo sapiens	Metazoa	410	False
1198	Q9H8M7	Homo sapiens	Metazoa	445	False
1201	Q9HAW4	Homo sapiens	Metazoa	1339	False
1203	Q9NP71	Homo sapiens	Metazoa	852	False
1204	Q9NQ33	Homo sapiens	Metazoa	181	False
1205	Q9NS37	Homo sapiens	Metazoa	354	False
1206	Q9NVR2	Homo sapiens	Metazoa	710	False
1209	Q9NYP3	Homo sapiens	Metazoa	566	False
1210	Q9NZ81	Homo sapiens	Metazoa	148	False
1211	Q9NZM4	Homo sapiens	Metazoa	1560	False
1212	Q9P0K7	Homo sapiens	Metazoa	980	False
1215	Q9P2Y4	Homo sapiens	Metazoa	722	False
1217	Q9UGU0	Homo sapiens	Metazoa	1960	False
1218	Q9UHQ1	Homo sapiens	Metazoa	456	False
1221	Q9UJW9	Homo sapiens	Metazoa	196	False
1223	Q9ULX3	Homo sapiens	Metazoa	412	False
1224	Q9UM63	Homo sapiens	Metazoa	463	False
1225	Q9UMN6	Homo sapiens	Metazoa	2715	False
1227	Q9Y222	Homo sapiens	Metazoa	760	False
1228	Q9Y2M0	Homo sapiens	Metazoa	1017	False
1231	Q9Y388	Homo sapiens	Metazoa	322	False
1232	Q9HCC9	Homo sapiens	Metazoa	887	False
1234	Q3ZCQ8	Homo sapiens	Metazoa	353	True
1235	Q96LW7	Homo sapiens	Metazoa	228	False
1241	O14776	Homo sapiens	Metazoa	1098	False
1245	O15514	Homo sapiens	Metazoa	142	False
1248	O75586	Homo sapiens	Metazoa	246	False
1251	O75937	Homo sapiens	Metazoa	253	False
1252	O94913	Homo sapiens	Metazoa	1555	False
1257	P05423	Homo sapiens	Metazoa	398	False
1259	P12524	Homo sapiens	Metazoa	364	False
1276	P39880	Homo sapiens	Metazoa	1505	False
1278	P42695	Homo sapiens	Metazoa	1498	False
1285	P52435	Homo sapiens	Metazoa	117	False
1287	P52756	Homo sapiens	Metazoa	815	False
1289	P53803	Homo sapiens	Metazoa	58	False
1291	P55197	Homo sapiens	Metazoa	1068	False
1294	P57071	Homo sapiens	Metazoa	1141	False
1296	P60896	Homo sapiens	Metazoa	70	False
1297	P62875	Homo sapiens	Metazoa	67	False
