P08842	Homo sapiens	Metazoa	583	21
P09237	Homo sapiens	Metazoa	267	17
P0DJD7	Homo sapiens	Metazoa	388	15
P0DML3	Homo sapiens	Metazoa	217	26
P10145	Homo sapiens	Metazoa	99	20
P10745	Homo sapiens	Metazoa	1247	17
P11684	Homo sapiens	Metazoa	91	21
P11912	Homo sapiens	Metazoa	226	32
P12273	Homo sapiens	Metazoa	146	28
P12318	Homo sapiens	Metazoa	317	33
P12821	Homo sapiens	Metazoa	1306	29
P13385	Homo sapiens	Metazoa	188	30
P14384	Homo sapiens	Metazoa	443	17
P14770	Homo sapiens	Metazoa	177	16
P15086	Homo sapiens	Metazoa	417	15
P15289	Homo sapiens	Metazoa	507	18
P15309	Homo sapiens	Metazoa	386	32
P15515	Homo sapiens	Metazoa	57	19
P19801	Homo sapiens	Metazoa	751	19
P19876	Homo sapiens	Metazoa	107	34
P19957	Homo sapiens	Metazoa	117	22
P20160	Homo sapiens	Metazoa	251	19
P20702	Homo sapiens	Metazoa	1163	19
P20774	Homo sapiens	Metazoa	298	20
P21781	Homo sapiens	Metazoa	194	31
P22692	Homo sapiens	Metazoa	258	21
P24855	Homo sapiens	Metazoa	282	22
P26006	Homo sapiens	Metazoa	1051	32
P26842	Homo sapiens	Metazoa	260	19
P31358	Homo sapiens	Metazoa	61	24
P33681	Homo sapiens	Metazoa	288	34
P35590	Homo sapiens	Metazoa	1138	21
P35625	Homo sapiens	Metazoa	211	23
P36980	Homo sapiens	Metazoa	270	18
P41271	Homo sapiens	Metazoa	181	16
P43307	Homo sapiens	Metazoa	286	18
P43652	Homo sapiens	Metazoa	599	21
P48740	Homo sapiens	Metazoa	699	19
P49862	Homo sapiens	Metazoa	253	22
P51654	Homo sapiens	Metazoa	580	24
P55058	Homo sapiens	Metazoa	493	17
P55145	Homo sapiens	Metazoa	182	24
P59665	Homo sapiens	Metazoa	94	19
P80162	Homo sapiens	Metazoa	114	37
Q02809	Homo sapiens	Metazoa	727	18
Q07325	Homo sapiens	Metazoa	125	22
Q13007	Homo sapiens	Metazoa	206	51
Q13421	Homo sapiens	Metazoa	630	36
Q13433	Homo sapiens	Metazoa	755	28
Q13683	Homo sapiens	Metazoa	1181	33
Q14112	Homo sapiens	Metazoa	1375	30
Q15399	Homo sapiens	Metazoa	786	24
Q16674	Homo sapiens	Metazoa	131	24
Q6UWI2	Homo sapiens	Metazoa	310	20
Q6UWK7	Homo sapiens	Metazoa	81	24
Q6UWL6	Homo sapiens	Metazoa	708	20
Q6UWN5	Homo sapiens	Metazoa	251	25
Q6X4U4	Homo sapiens	Metazoa	206	23
Q6ZSA7	Homo sapiens	Metazoa	298	34
Q86Y34	Homo sapiens	Metazoa	549	20
Q8NAC3	Homo sapiens	Metazoa	791	20
Q8NBK3	Homo sapiens	Metazoa	374	33
Q8NCC3	Homo sapiens	Metazoa	412	33
Q8WWA0	Homo sapiens	Metazoa	313	18
Q969J5	Homo sapiens	Metazoa	263	21
Q96DR8	Homo sapiens	Metazoa	90	20
Q96DU3	Homo sapiens	Metazoa	332	21
Q96RQ9	Homo sapiens	Metazoa	567	21
Q99616	Homo sapiens	Metazoa	98	16
Q99944	Homo sapiens	Metazoa	293	25
Q9BXI9	Homo sapiens	Metazoa	278	46
Q9BZW8	Homo sapiens	Metazoa	370	21
Q9GZM7	Homo sapiens	Metazoa	467	21
Q9GZZ8	Homo sapiens	Metazoa	138	19
Q9H1M4	Homo sapiens	Metazoa	99	20
Q9H7M9	Homo sapiens	Metazoa	311	32
Q9NR61	Homo sapiens	Metazoa	685	26
Q9NZV1	Homo sapiens	Metazoa	1036	34
Q9UBT3	Homo sapiens	Metazoa	224	18
Q9UBU3	Homo sapiens	Metazoa	117	23
Q9UK55	Homo sapiens	Metazoa	444	21
Q9Y4X3	Homo sapiens	Metazoa	112	24
Q9Y5H9	Homo sapiens	Metazoa	948	22
O00626	Homo sapiens	Metazoa	93	24
O43852	Homo sapiens	Metazoa	315	19
O75556	Homo sapiens	Metazoa	95	18
O75636	Homo sapiens	Metazoa	299	23
O95813	Homo sapiens	Metazoa	267	17
O95866	Homo sapiens	Metazoa	241	17
O95967	Homo sapiens	Metazoa	443	23
O95994	Homo sapiens	Metazoa	175	20
O95998	Homo sapiens	Metazoa	194	30
P00533	Homo sapiens	Metazoa	1210	24
P00739	Homo sapiens	Metazoa	348	18
P00747	Homo sapiens	Metazoa	810	19
P00748	Homo sapiens	Metazoa	615	19
P00749	Homo sapiens	Metazoa	431	20
P00995	Homo sapiens	Metazoa	79	23
P01023	Homo sapiens	Metazoa	1474	23
P01034	Homo sapiens	Metazoa	146	26
P01036	Homo sapiens	Metazoa	141	20
P01189	Homo sapiens	Metazoa	267	26
P01225	Homo sapiens	Metazoa	129	18
P01229	Homo sapiens	Metazoa	141	20
P01236	Homo sapiens	Metazoa	227	28
P01241	Homo sapiens	Metazoa	217	26
P01563	Homo sapiens	Metazoa	188	23
P01567	Homo sapiens	Metazoa	189	23
P01619	Homo sapiens	Metazoa	116	20
P01699	Homo sapiens	Metazoa	117	19
P01700	Homo sapiens	Metazoa	117	19
P01742	Homo sapiens	Metazoa	117	19
P01780	Homo sapiens	Metazoa	117	19
P01814	Homo sapiens	Metazoa	119	19
P01817	Homo sapiens	Metazoa	119	19
P01833	Homo sapiens	Metazoa	764	18
P02647	Homo sapiens	Metazoa	267	18
P02652	Homo sapiens	Metazoa	100	18
P02708	Homo sapiens	Metazoa	457	20
P02724	Homo sapiens	Metazoa	150	19
P02749	Homo sapiens	Metazoa	345	19
P02778	Homo sapiens	Metazoa	98	21
P02790	Homo sapiens	Metazoa	462	23
P03973	Homo sapiens	Metazoa	132	25
P04217	Homo sapiens	Metazoa	495	21
P04280	Homo sapiens	Metazoa	392	16
P05000	Homo sapiens	Metazoa	195	21
P05060	Homo sapiens	Metazoa	677	20
P05090	Homo sapiens	Metazoa	189	20
P05155	Homo sapiens	Metazoa	500	22
P05187	Homo sapiens	Metazoa	535	22
P05231	Homo sapiens	Metazoa	212	29
P05543	Homo sapiens	Metazoa	415	20
P06213	Homo sapiens	Metazoa	1382	27
P06681	Homo sapiens	Metazoa	752	20
P06727	Homo sapiens	Metazoa	396	20
P06858	Homo sapiens	Metazoa	475	27
P08236	Homo sapiens	Metazoa	651	22
P08582	Homo sapiens	Metazoa	738	19
P08603	Homo sapiens	Metazoa	1231	18
P08697	Homo sapiens	Metazoa	491	27
P09341	Homo sapiens	Metazoa	107	34
P09619	Homo sapiens	Metazoa	1106	32
P0DJD9	Homo sapiens	Metazoa	388	15
P0DJI8	Homo sapiens	Metazoa	122	18
P10144	Homo sapiens	Metazoa	247	18
P12319	Homo sapiens	Metazoa	257	25
P12724	Homo sapiens	Metazoa	160	27
P13224	Homo sapiens	Metazoa	206	25
P13598	Homo sapiens	Metazoa	275	24
P13612	Homo sapiens	Metazoa	1032	33
P13725	Homo sapiens	Metazoa	252	25
P13727	Homo sapiens	Metazoa	222	16
P14210	Homo sapiens	Metazoa	728	31
P14314	Homo sapiens	Metazoa	528	14
P14780	Homo sapiens	Metazoa	707	19
P15516	Homo sapiens	Metazoa	51	19
P16035	Homo sapiens	Metazoa	220	26
P16619	Homo sapiens	Metazoa	93	23
P17936	Homo sapiens	Metazoa	291	27
P17948	Homo sapiens	Metazoa	1338	26
P20827	Homo sapiens	Metazoa	205	18
P22301	Homo sapiens	Metazoa	178	18
P22362	Homo sapiens	Metazoa	96	23
P23141	Homo sapiens	Metazoa	567	17
P23142	Homo sapiens	Metazoa	703	29
P23284	Homo sapiens	Metazoa	216	33
P23515	Homo sapiens	Metazoa	440	24
P25942	Homo sapiens	Metazoa	277	20
P27797	Homo sapiens	Metazoa	417	17
P28325	Homo sapiens	Metazoa	142	20
P29460	Homo sapiens	Metazoa	328	22
P30040	Homo sapiens	Metazoa	261	32
P35052	Homo sapiens	Metazoa	558	23
P35916	Homo sapiens	Metazoa	1363	24
P40199	Homo sapiens	Metazoa	344	34
P40967	Homo sapiens	Metazoa	661	24
P54107	Homo sapiens	Metazoa	249	21
P54762	Homo sapiens	Metazoa	984	17
P61769	Homo sapiens	Metazoa	119	20
P80370	Homo sapiens	Metazoa	383	23
P80748	Homo sapiens	Metazoa	117	17
P98172	Homo sapiens	Metazoa	346	27
Q02246	Homo sapiens	Metazoa	1040	30
Q08830	Homo sapiens	Metazoa	312	22
Q13478	Homo sapiens	Metazoa	541	18
Q15465	Homo sapiens	Metazoa	462	23
Q15762	Homo sapiens	Metazoa	336	18
Q16790	Homo sapiens	Metazoa	459	37
Q6UWV6	Homo sapiens	Metazoa	458	21
Q6UWY2	Homo sapiens	Metazoa	283	31
Q6UX39	Homo sapiens	Metazoa	209	16
Q6UX46	Homo sapiens	Metazoa	152	24
Q6UXG3	Homo sapiens	Metazoa	332	18
Q6UXH1	Homo sapiens	Metazoa	353	24
Q6UXL0	Homo sapiens	Metazoa	311	29
Q7Z5A7	Homo sapiens	Metazoa	132	43
Q86T13	Homo sapiens	Metazoa	490	21
Q86Y78	Homo sapiens	Metazoa	171	22
Q86YT9	Homo sapiens	Metazoa	394	19
Q8N4F0	Homo sapiens	Metazoa	458	20
Q8N6C8	Homo sapiens	Metazoa	439	23
Q8NBJ9	Homo sapiens	Metazoa	832	18
Q8NBL1	Homo sapiens	Metazoa	392	23
Q8NI17	Homo sapiens	Metazoa	732	19
Q8TCT7	Homo sapiens	Metazoa	592	25
Q8WXF3	Homo sapiens	Metazoa	142	25
Q96HF1	Homo sapiens	Metazoa	295	24
Q96PD4	Homo sapiens	Metazoa	163	30
Q99217	Homo sapiens	Metazoa	191	16
Q99972	Homo sapiens	Metazoa	504	32
Q9BZM5	Homo sapiens	Metazoa	246	25
Q9H3T3	Homo sapiens	Metazoa	888	25
Q9H9K5	Homo sapiens	Metazoa	563	26
Q9HC23	Homo sapiens	Metazoa	129	27
Q9NPF0	Homo sapiens	Metazoa	282	35
Q9NPG1	Homo sapiens	Metazoa	666	22
Q9NR16	Homo sapiens	Metazoa	1453	40
Q9NYY1	Homo sapiens	Metazoa	176	24
Q9UBD3	Homo sapiens	Metazoa	114	21
Q9UIB8	Homo sapiens	Metazoa	345	21
Q9UKY0	Homo sapiens	Metazoa	176	25
Q9Y240	Homo sapiens	Metazoa	323	21
Q9Y5U5	Homo sapiens	Metazoa	241	25
O14791	Homo sapiens	Metazoa	398	27
O14798	Homo sapiens	Metazoa	259	25
O60565	Homo sapiens	Metazoa	184	24
O76076	Homo sapiens	Metazoa	250	23
O95633	Homo sapiens	Metazoa	263	26
P00709	Homo sapiens	Metazoa	142	19
P01008	Homo sapiens	Metazoa	464	32
P01009	Homo sapiens	Metazoa	418	24
P01019	Homo sapiens	Metazoa	476	24
P01033	Homo sapiens	Metazoa	207	23
P01042	Homo sapiens	Metazoa	644	18
P01148	Homo sapiens	Metazoa	92	23
P01222	Homo sapiens	Metazoa	138	20
P01344	Homo sapiens	Metazoa	180	24
P01588	Homo sapiens	Metazoa	193	27
P01768	Homo sapiens	Metazoa	117	19
P01911	Homo sapiens	Metazoa	266	29
P01920	Homo sapiens	Metazoa	261	32
P02656	Homo sapiens	Metazoa	99	20
P02741	Homo sapiens	Metazoa	224	18
P02746	Homo sapiens	Metazoa	253	27
P02751	Homo sapiens	Metazoa	2477	31
P02760	Homo sapiens	Metazoa	352	19
P02763	Homo sapiens	Metazoa	201	18
P02765	Homo sapiens	Metazoa	367	18
P02775	Homo sapiens	Metazoa	128	34
P02787	Homo sapiens	Metazoa	698	19
P02788	Homo sapiens	Metazoa	710	19
P02808	Homo sapiens	Metazoa	62	19
P04004	Homo sapiens	Metazoa	478	19
P04196	Homo sapiens	Metazoa	525	18
P05113	Homo sapiens	Metazoa	134	19
P05408	Homo sapiens	Metazoa	212	26
P07477	Homo sapiens	Metazoa	247	15
P07602	Homo sapiens	Metazoa	524	16
P08069	Homo sapiens	Metazoa	1367	30
P08118	Homo sapiens	Metazoa	114	20
P08514	Homo sapiens	Metazoa	1039	31
P09228	Homo sapiens	Metazoa	141	20
P09871	Homo sapiens	Metazoa	688	15
P09923	Homo sapiens	Metazoa	528	19
P0DJD8	Homo sapiens	Metazoa	388	15
P0DJI9	Homo sapiens	Metazoa	122	18
P10163	Homo sapiens	Metazoa	310	16
P10720	Homo sapiens	Metazoa	104	30
P11021	Homo sapiens	Metazoa	654	18
P11150	Homo sapiens	Metazoa	499	22
P11226	Homo sapiens	Metazoa	248	20
P13987	Homo sapiens	Metazoa	128	25
P14091	Homo sapiens	Metazoa	396	19
P14209	Homo sapiens	Metazoa	185	22
P15018	Homo sapiens	Metazoa	202	22
P15085	Homo sapiens	Metazoa	419	16
P16144	Homo sapiens	Metazoa	1822	27
P16860	Homo sapiens	Metazoa	134	26
P17213	Homo sapiens	Metazoa	487	31
P20062	Homo sapiens	Metazoa	427	18
P20142	Homo sapiens	Metazoa	388	16
P21741	Homo sapiens	Metazoa	143	20
P22748	Homo sapiens	Metazoa	312	18
P24821	Homo sapiens	Metazoa	2201	22
P26010	Homo sapiens	Metazoa	798	19
P28906	Homo sapiens	Metazoa	385	31
P29320	Homo sapiens	Metazoa	983	20
P29459	Homo sapiens	Metazoa	219	22
P30101	Homo sapiens	Metazoa	505	24
P31025	Homo sapiens	Metazoa	176	18
P34096	Homo sapiens	Metazoa	147	28
P37173	Homo sapiens	Metazoa	567	22
P38570	Homo sapiens	Metazoa	1179	18
P43121	Homo sapiens	Metazoa	646	23
P43626	Homo sapiens	Metazoa	348	21
P48307	Homo sapiens	Metazoa	235	22
P48745	Homo sapiens	Metazoa	357	31
P49755	Homo sapiens	Metazoa	219	31
P49763	Homo sapiens	Metazoa	221	18
P51460	Homo sapiens	Metazoa	131	20
P54803	Homo sapiens	Metazoa	685	42
P55774	Homo sapiens	Metazoa	89	20
P56202	Homo sapiens	Metazoa	376	21
P60568	Homo sapiens	Metazoa	153	20
P61626	Homo sapiens	Metazoa	148	18
P61916	Homo sapiens	Metazoa	151	19
P78556	Homo sapiens	Metazoa	96	26
Q01638	Homo sapiens	Metazoa	556	18
Q07092	Homo sapiens	Metazoa	1604	21
Q07654	Homo sapiens	Metazoa	80	21
Q08334	Homo sapiens	Metazoa	325	19
Q14002	Homo sapiens	Metazoa	265	35
Q14624	Homo sapiens	Metazoa	930	28
Q15084	Homo sapiens	Metazoa	440	19
Q16602	Homo sapiens	Metazoa	461	22
Q5UCC4	Homo sapiens	Metazoa	262	25
Q6UW56	Homo sapiens	Metazoa	229	30
Q6UXB8	Homo sapiens	Metazoa	463	27
Q8IVL8	Homo sapiens	Metazoa	374	20
Q8NBP7	Homo sapiens	Metazoa	692	30
Q8NC67	Homo sapiens	Metazoa	525	22
Q8NHP8	Homo sapiens	Metazoa	589	41
Q8TD06	Homo sapiens	Metazoa	166	21
Q8TDQ1	Homo sapiens	Metazoa	290	19
Q8WUJ3	Homo sapiens	Metazoa	1361	30
Q92583	Homo sapiens	Metazoa	94	23
Q92765	Homo sapiens	Metazoa	325	32
Q95460	Homo sapiens	Metazoa	341	22
Q969P0	Homo sapiens	Metazoa	613	27
Q969Z4	Homo sapiens	Metazoa	430	25
Q96AP7	Homo sapiens	Metazoa	390	29
Q96BF3	Homo sapiens	Metazoa	282	22
Q96LA5	Homo sapiens	Metazoa	508	19
Q99435	Homo sapiens	Metazoa	816	21
Q99935	Homo sapiens	Metazoa	248	21
Q99969	Homo sapiens	Metazoa	163	20
Q9BQB4	Homo sapiens	Metazoa	213	23
Q9BWV1	Homo sapiens	Metazoa	1114	30
Q9BX74	Homo sapiens	Metazoa	207	37
Q9BXJ3	Homo sapiens	Metazoa	329	16
Q9H5V8	Homo sapiens	Metazoa	836	29
Q9NPR2	Homo sapiens	Metazoa	837	43
Q9NQ25	Homo sapiens	Metazoa	335	22
Q9NRM6	Homo sapiens	Metazoa	502	17
Q9NS68	Homo sapiens	Metazoa	423	29
Q9NSA1	Homo sapiens	Metazoa	209	28
Q9NZ53	Homo sapiens	Metazoa	605	32
Q9P0V8	Homo sapiens	Metazoa	285	22
Q9P0W0	Homo sapiens	Metazoa	207	27
Q9P246	Homo sapiens	Metazoa	746	14
Q9P2K2	Homo sapiens	Metazoa	825	27
Q9UBN6	Homo sapiens	Metazoa	386	55
Q9UNE0	Homo sapiens	Metazoa	448	26
Q9Y624	Homo sapiens	Metazoa	299	27
O00206	Homo sapiens	Metazoa	839	23
O14786	Homo sapiens	Metazoa	923	21
O15197	Homo sapiens	Metazoa	1021	31
O43278	Homo sapiens	Metazoa	529	35
O43291	Homo sapiens	Metazoa	252	27
O60609	Homo sapiens	Metazoa	400	31
O60844	Homo sapiens	Metazoa	167	16
O75462	Homo sapiens	Metazoa	422	37
O94907	Homo sapiens	Metazoa	266	31
O95407	Homo sapiens	Metazoa	300	29
O95715	Homo sapiens	Metazoa	111	34
O95968	Homo sapiens	Metazoa	90	21
P00450	Homo sapiens	Metazoa	1065	19
P00736	Homo sapiens	Metazoa	705	17
P00797	Homo sapiens	Metazoa	406	23
P01024	Homo sapiens	Metazoa	1663	22
P01137	Homo sapiens	Metazoa	390	29
P01215	Homo sapiens	Metazoa	116	24
P01303	Homo sapiens	Metazoa	97	28
P01350	Homo sapiens	Metazoa	101	21
P01562	Homo sapiens	Metazoa	189	23
P01591	Homo sapiens	Metazoa	159	22
P01602	Homo sapiens	Metazoa	117	22
P01701	Homo sapiens	Metazoa	117	19
P01704	Homo sapiens	Metazoa	120	19
P01705	Homo sapiens	Metazoa	113	19
P01706	Homo sapiens	Metazoa	119	19
P01709	Homo sapiens	Metazoa	118	19
P01721	Homo sapiens	Metazoa	117	19
P01772	Homo sapiens	Metazoa	117	19
P01889	Homo sapiens	Metazoa	362	24
P02655	Homo sapiens	Metazoa	101	22
P02675	Homo sapiens	Metazoa	491	30
P02750	Homo sapiens	Metazoa	347	35
P02753	Homo sapiens	Metazoa	201	18
P02810	Homo sapiens	Metazoa	166	16
P02814	Homo sapiens	Metazoa	79	22
P03950	Homo sapiens	Metazoa	147	24
P04003	Homo sapiens	Metazoa	597	48
P04054	Homo sapiens	Metazoa	148	15
P04278	Homo sapiens	Metazoa	402	29
P05154	Homo sapiens	Metazoa	406	19
P05160	Homo sapiens	Metazoa	661	20
P05186	Homo sapiens	Metazoa	524	17
P05546	Homo sapiens	Metazoa	499	19
P06276	Homo sapiens	Metazoa	602	28
P07093	Homo sapiens	Metazoa	398	19
P07204	Homo sapiens	Metazoa	575	18
P07288	Homo sapiens	Metazoa	261	17
P07478	Homo sapiens	Metazoa	247	15
P08185	Homo sapiens	Metazoa	405	22
P09486	Homo sapiens	Metazoa	303	17
P0DML2	Homo sapiens	Metazoa	217	26
P0DN86	Homo sapiens	Metazoa	165	20
P10082	Homo sapiens	Metazoa	97	28
P10124	Homo sapiens	Metazoa	158	27
P10147	Homo sapiens	Metazoa	92	23
P11215	Homo sapiens	Metazoa	1152	16
P11279	Homo sapiens	Metazoa	417	28
P11717	Homo sapiens	Metazoa	2491	40
P12314	Homo sapiens	Metazoa	374	15
P13500	Homo sapiens	Metazoa	99	23
P13501	Homo sapiens	Metazoa	91	23
P13611	Homo sapiens	Metazoa	3396	20
P14555	Homo sapiens	Metazoa	144	20
P14625	Homo sapiens	Metazoa	803	21
P15169	Homo sapiens	Metazoa	458	20
P16444	Homo sapiens	Metazoa	411	16
P17301	Homo sapiens	Metazoa	1181	29
P17813	Homo sapiens	Metazoa	658	25
P18428	Homo sapiens	Metazoa	481	25
P19320	Homo sapiens	Metazoa	739	24
P19883	Homo sapiens	Metazoa	344	29
P20155	Homo sapiens	Metazoa	84	23
P20333	Homo sapiens	Metazoa	461	22
P20933	Homo sapiens	Metazoa	346	23
P21246	Homo sapiens	Metazoa	168	32
P21754	Homo sapiens	Metazoa	424	22
P22894	Homo sapiens	Metazoa	467	20
